city,investment
Bangalore,79240000
Mumbai,2714000
Hyderabad,3000000
Ahmedabad,2600000
Gurgaon,35900000
Noida,12000000
Pune,6250000
New Delhi,25000000
Chennai,0
Kolkata,0
Trivandrum,0
